cohort,t,deaths,at_risk,hazard,log_hazard,slope,hazard_adj,cum_hazard_adj
dose0_unvaccinated,0,1808,1549449,0.0011668664150933654,-6.753433400872971,-0.06364302780369872,0.0011668664150933654,0.0011668664150933654
dose0_unvaccinated,1,1635,1547641,0.0010564465531735074,-6.852844310759973,-0.06364302780369872,0.0011258676648402905,0.002292734079933656
dose0_unvaccinated,2,1550,1546006,0.001002583431112169,-6.905175179191864,-0.06364302780369872,0.0011386759674927806,0.0034314100474264362
dose0_unvaccinated,3,1813,1544456,0.0011738761091283922,-6.747444091996248,-0.06364302780369872,0.0014208286679714586,0.0048522387153978955
dose0_unvaccinated,4,2616,1542643,0.0016957909250552461,-6.379606024532652,-0.06364302780369872,0.0021874169343592017,0.007039655649757097
dose0_unvaccinated,5,2920,1540027,0.0018960706533067276,-6.267971611441325,-0.06364302780369872,0.0026064751897132803,0.009646130839470378
dose0_unvaccinated,6,2064,1537107,0.001342782252634332,-6.613011509631518,-0.06364302780369872,0.0019671817528350635,0.011613312592305441
dose0_unvaccinated,7,1940,1535043,0.001263808245111049,-6.673625699583019,-0.06364302780369872,0.0019731490598309184,0.01358646165213636
dose0_unvaccinated,8,1938,1533103,0.0012641029337233049,-6.673392551665436,-0.06364302780369872,0.0021032987587323955,0.015689760410868753
dose0_unvaccinated,9,1581,1531165,0.0010325471128193237,-6.875726604320872,-0.06364302780369872,0.0018309151519651688,0.017520675562833925
dose0_unvaccinated,10,1431,1529584,0.000935548489000931,-6.974377581417068,-0.06364302780369872,0.0017679275336166752,0.0192886030964506
dose0_unvaccinated,11,1342,1528153,0.000878184317931516,-7.037654057054265,-0.06364302780369872,0.001768575690068659,0.02105717878651926
dose0_unvaccinated,12,1374,1526811,0.0008999149207072781,-7.013210331655915,-0.06364302780369872,0.0019314311970357986,0.022988609983555057
dose0_unvaccinated,13,1384,1525437,0.0009072809955442277,-7.00505834817336,-0.06364302780369872,0.002075197421932534,0.02506380740548759
dose0_unvaccinated,14,1437,1524053,0.0009428805953598726,-6.966570905447888,-0.06364302780369872,0.0022983391715874803,0.027362146577075072
